soccode,soctitle,onetcode,onettitle,occupation,freq,source
39-9021,Personal care aides,39-9021.00,Personal Care Aides,PERSONAL SUPPORT WORKER,30,DMTF
39-9021,Personal care aides,39-9021.00,Personal Care Aides,PERSONAL CARE AIDE,22,ONET-DUP
39-9021,Personal care aides,39-9021.00,Personal Care Aides,PERSONAL CARE AID,7,ONET-DUP
39-9021,Personal care aides,39-9021.00,Personal Care Aides,PERSONAL ATTENDANT,5,ONET-DUP
39-9021,Personal care aides,39-9021.00,Personal Care Aides,LIVE IN CAREGIVER,2,ONET-DUP
39-9021,Personal care aides,39-9021.00,Personal Care Aides,LIVE-IN CAREGIVER,2,ONET-DUP
39-9021,Personal care aides,39-9021.00,Personal Care Aides,ELDERLY COMPANION,1,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,YOGA TEACHER,1342,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,PERSONAL TRAINER,985,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,YOGA INSTRUCTOR,622,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,FITNESS INSTRUCTOR,409,ONET-DUP
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,PILATES INSTRUCTOR,229,ONET-DM
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,SWIM INSTRUCTOR,125,ONET-DUP
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,FITNESS TRAINER,100,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,GROUP FITNESS INSTRUCTOR,35,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,GROUP EXERCISE INSTRUCTOR,20,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,ZUMBA INSTRUCTOR,14,ONET-DM
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,FITNESS CONSULTANT,13,ONET-DM
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,PERSONAL FITNESS TRAINER,12,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,FITNESS ATTENDANT,9,ONET-DUP
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,PERSONAL COACH,9,ONET-DUP
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,FITNESS TEACHER,6,ONET-DUP
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,CERTIFIED PERSONAL TRAINER,5,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,AEROBICS INSTRUCTOR,3,DMTF
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,SPORTS INSTRUCTOR,2,ONET-DUP
39-9031,Fitness trainers and aerobics instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,PHYSICAL FITNESS TRAINER,1,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,CAMP COUNSELOR,217,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION LEADER,53,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,ACTIVITIES ASSISTANT,40,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,ACTIVITIES COORDINATOR,40,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION SUPERVISOR,34,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION SPECIALIST,31,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,SUMMER CAMP COUNSELOR,26,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION COORDINATOR,23,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION ASSISTANT,22,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,GUEST ADVISOR,19,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,LIFE ENRICHMENT MANAGER,13,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,ACTIVITIES AIDE,9,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,ACTIVITY AIDE,7,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,ACTIVITY LEADER,7,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATIONAL LEADER,7,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,ACTIVITY SPECIALIST,6,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,ACTIVITIES LEADER,4,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,GUEST ASSOCIATE,4,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION COUNSELOR,4,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION TECHNICIAN,4,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATIONAL AIDE,3,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,DAY CAMP COUNSELOR,3,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,RECREATION WORKER,2,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,THERAPEUTIC RECREATION DIRECTOR,2,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,PLAYGROUND WORKER,1,DMTF
39-9032,Recreation workers,39-9032.00,Recreation Workers,PLAY LEADER,1,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,SOCIAL DIRECTOR,1,ONET-DUP
39-9032,Recreation workers,39-9032.00,Recreation Workers,SUMMER COUNSELOR,1,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENT ASSISTANT,215,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENTIAL COUNSELOR,115,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENT ADVISOR,71,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENT DIRECTOR,38,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENCE HALL DIRECTOR,37,ONET-DM
39-9041,Residential advisors,39-9041.00,Residential Advisors,UNIT COORDINATOR,36,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,HALL DIRECTOR,30,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENCE DIRECTOR,25,DMTF
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENTIAL COORDINATOR,23,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENTIAL ADVISOR,17,DMTF
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENTIAL SPECIALIST,17,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,ASSOCIATE DEAN OF STUDENTS,10,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,ASSISTANT DEAN OF STUDENTS,8,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENCE LIFE COORDINATOR,7,DMTF
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENTIAL DIRECTOR,7,DMTF
39-9041,Residential advisors,39-9041.00,Residential Advisors,HOUSE PARENT,3,DMTF
39-9041,Residential advisors,39-9041.00,Residential Advisors,RESIDENT MONITOR,3,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,ASSISTANT HALL DIRECTOR,2,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,HALL COORDINATOR,2,ONET-DUP
39-9041,Residential advisors,39-9041.00,Residential Advisors,HOUSE FELLOW,2,ONET-DUP
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",VALET,263,DMTF
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",DOULA,162,DMTF
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",TATTOOER,128,ONET-DM
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",PROFESSIONAL ORGANIZER,104,ONET-DM
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",BODY PIERCER,44,ONET-DUP
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",BUTLER,30,DMTF
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",TATTOOIST,27,ONET-DUP
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",HOME ORGANIZER,17,ONET-DUP
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",SERVANT,5,ONET-DUP
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",HOUSE SITTER,3,DMTF
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",SHOE SHINER,1,DMTF
39-9099,"Personal care and service workers, all other",39-9099.00,"Personal Care and Service Workers, All Other",SHOESHINER,1,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,RETAIL MANAGER,1450,ONET-DM
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,STORE MANAGER,1384,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,SHIFT SUPERVISOR,493,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,DISTRICT MANAGER,385,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,TEAM LEADER,341,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,SERVICE MANAGER,320,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,GROCER,285,ONET-DM
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,DEPARTMENT MANAGER,242,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,ASSISTANT STORE MANAGER,218,DMTF
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,ANTIQUE DEALER,151,ONET-DM
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,RETAIL STORE MANAGER,133,ONET-DM
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,RETAIL SUPERVISOR,96,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,KEY HOLDER,63,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,GROCERY MANAGER,59,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,RETAIL SALES MANAGER,40,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,KEY CARRIER,15,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,STOCK MANAGER,5,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,GROCERY STORE MANAGER,4,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,PARTS SALES MANAGER,4,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,CASHIER SUPERVISOR,3,DMTF
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,CONVENIENCE STORE MANAGER,3,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,GROCERY SUPERVISOR,2,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,CASHIER MANAGER,1,DMTF
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,CONCESSION MANAGER,1,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,PRODUCE DEPARTMENT MANAGER,1,ONET-DUP
41-1011,First-line supervisors of retail sales workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,RETAIL SHIFT SUPERVISOR,1,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,CUSTOMER SERVICE MANAGER,349,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,DIRECTOR OF SALES,280,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SALES LEAD,102,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SALES SUPERVISOR,86,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,CLIENT SERVICES MANAGER,77,ONET-DM
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SALES LEADER,38,ONET-DM
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,WHOLESALER,36,ONET-DM
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,CATERING SALES MANAGER,22,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,VICE PRESIDENT OF SALES,19,ONET-DM
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,GROUP SALES MANAGER,17,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,GENERAL SALES MANAGER,15,ONET-DM
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SENIOR SALES MANAGER,14,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,WHOLESALE MANAGER,9,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,TECHNICAL SALES MANAGER,8,ONET-DM
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,AGENCY MANAGER,7,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,CREW MANAGER,7,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,GLOBAL SALES MANAGER,7,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,TELEMARKETING MANAGER,5,DMTF
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SALES TEAM MANAGER,5,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,CLIENT SERVICE SUPERVISOR,4,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SALES TEAM LEADER,4,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,OUTSIDE SALES MANAGER,3,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,ASSOCIATE DIRECTOR OF SALES,2,ONET-DM
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,INSIDE SALES SUPERVISOR,2,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,INSURANCE OFFICE MANAGER,2,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,ROUTE SALES MANAGER,2,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SALES REPRESENTATIVE SUPERVISOR,2,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,STRATEGIC ACCOUNTS MANAGER,2,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,TERRITORY SUPERVISOR,2,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,INSURANCE SALES SUPERVISOR,1,DMTF
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,DIRECTOR OF GROUP SALES,1,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,DIRECTOR SALES AND MARKETING,1,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,DRY CLEANING MANAGER,1,ONET-DUP
41-1012,First-line supervisors of non-retail sales workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,INSURANCE SALES MANAGER,1,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,CASHIER,7354,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,CHECKER,106,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,RETAIL CASHIER,27,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,TOLL COLLECTOR,23,DMTF
41-2011,Cashiers,41-2011.00,Cashiers,BOX OFFICE ATTENDANT,11,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,GROCERY CASHIER,8,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,GROCERY CHECKER,6,DMTF
41-2011,Cashiers,41-2011.00,Cashiers,CASHIERS,5,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,TOLL BOOTH OPERATOR,4,DMTF
41-2011,Cashiers,41-2011.00,Cashiers,AUCTION CLERK,3,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,CONVENIENCE STORE CLERK,3,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,GAS STATION CASHIER,3,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,VISITOR SERVICE ASSOCIATE,3,ONET-DUP
41-2011,Cashiers,41-2011.00,Cashiers,SNACK BAR CASHIER,1,DMTF
41-2011,Cashiers,41-2011.00,Cashiers,FOOD CHECKER,1,ONET-DUP
41-2012,Gaming change persons and booth cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers,SLOT ATTENDANT,18,DMTF
41-2012,Gaming change persons and booth cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers,MUTUEL TELLER,2,DMTF
41-2012,Gaming change persons and booth cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers,SLOT AMBASSADOR,2,ONET-DUP
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,LEASING CONSULTANT,131,ONET-DUP
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,RENTAL AGENT,44,ONET-DUP
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,DESK ATTENDANT,26,ONET-DUP
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,CAR RENTAL AGENT,4,DMTF
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,PHOTO BOOTH OPERATOR,2,ONET-DUP
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,RENTAL CLERK,1,DMTF
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,AUTO RENTAL CLERK,1,ONET-DUP
41-2021,Counter and rental clerks,41-2021.00,Counter and Rental Clerks,DRY CLEANING ATTENDANT,1,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS SPECIALIST,27,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS ADVISOR,20,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS CONSULTANT,10,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS ASSOCIATE,8,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS COUNTERMAN,7,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS CLERK,6,DMTF
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS PROFESSIONAL,5,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS COUNTERPERSON,4,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS PERSON,3,ONET-DUP
41-2022,Parts salespersons,41-2022.00,Parts Salespersons,PARTS SALESMAN,3,ONET-DUP
